"행정구역","2023년12월_계_총인구수","2023년12월_계_연령구간인구수","2023년12월_계_0~9세","2023년12월_계_10~19세","2023년12월_계_20~29세","2023년12월_계_30~39세","2023년12월_계_40~49세","2023년12월_계_50~59세","2023년12월_계_60~69세","2023년12월_계_70~79세","2023년12월_계_80~89세","2023년12월_계_90~99세","2023년12월_계_100세 이상","2023년12월_남_총인구수","2023년12월_남_연령구간인구수","2023년12월_남_0~9세","2023년12월_남_10~19세","2023년12월_남_20~29세","2023년12월_남_30~39세","2023년12월_남_40~49세","2023년12월_남_50~59세","2023년12월_남_60~69세","2023년12월_남_70~79세","2023년12월_남_80~89세","2023년12월_남_90~99세","2023년12월_남_100세 이상","2023년12월_여_총인구수","2023년12월_여_연령구간인구수","2023년12월_여_0~9세","2023년12월_여_10~19세","2023년12월_여_20~29세","2023년12월_여_30~39세","2023년12월_여_40~49세","2023년12월_여_50~59세","2023년12월_여_60~69세","2023년12월_여_70~79세","2023년12월_여_80~89세","2023년12월_여_90~99세","2023년12월_여_100세 이상"
"경상북도 상주시 (4725000000)","93,858","93,858","4,282","7,215","6,898","6,501","10,345","15,483","19,811","12,614","9,114","1,549","46","46,166","46,166","2,218","3,780","4,013","3,498","5,456","8,204","10,018","5,725","2,949","304","1","47,692","47,692","2,064","3,435","2,885","3,003","4,889","7,279","9,793","6,889","6,165","1,245","45"
"경상북도 문경시 (4728000000)","68,755","68,755","3,241","5,160","5,438","4,958","7,841","11,285","14,359","9,325","6,192","923","33","33,775","33,775","1,667","2,798","3,055","2,625","4,135","5,910","7,175","4,181","2,028","197","4","34,980","34,980","1,574","2,362","2,383","2,333","3,706","5,375","7,184","5,144","4,164","726","29"
"경상북도 경산시 (4729000000)","266,205","266,205","16,781","22,718","35,159","30,931","39,488","46,646","40,118","21,707","11,187","1,436","34","133,847","133,847","8,543","11,619","19,330","16,940","20,261","23,281","19,806","9,785","3,955","326","1","132,358","132,358","8,238","11,099","15,829","13,991","19,227","23,365","20,312","11,922","7,232","1,110","33"
"경상북도 의성군 (4773000000)","50,086","50,086","1,635","2,108","2,513","2,865","4,163","7,817","12,512","8,730","6,690","1,025","28","24,808","24,808","848","1,117","1,457","1,603","2,428","4,374","6,471","4,028","2,255","225","2","25,278","25,278","787","991","1,056","1,262","1,735","3,443","6,041","4,702","4,435","800","26"
"경상북도 청송군 (4775000000)","24,019","24,019","822","1,056","1,365","1,503","2,078","4,068","5,917","3,987","2,822","396","5","12,063","12,063","426","546","826","923","1,159","2,227","3,026","1,858","977","94","1","11,956","11,956","396","510","539","580","919","1,841","2,891","2,129","1,845","302","4"
"경상북도 영양군 (4776000000)","15,661","15,661","528","871","866","882","1,410","2,668","3,714","2,471","1,955","283","13","7,805","7,805","266","449","495","489","813","1,551","1,904","1,127","658","51","2","7,856","7,856","262","422","371","393","597","1,117","1,810","1,344","1,297","232","11"
"경상북도 영덕군 (4777000000)","34,055","34,055","1,215","1,860","1,959","1,963","3,262","5,711","7,561","5,557","4,323","629","15","16,232","16,232","596","962","1,144","1,036","1,735","3,127","3,741","2,391","1,362","138","0","17,823","17,823","619","898","815","927","1,527","2,584","3,820","3,166","2,961","491","15"
"경상북도 청도군 (4782000000)","41,316","41,316","1,237","2,125","2,229","2,297","3,928","6,850","10,203","7,036","4,582","812","17","20,493","20,493","637","1,086","1,278","1,258","2,195","3,652","5,296","3,366","1,563","161","1","20,823","20,823","600","1,039","951","1,039","1,733","3,198","4,907","3,670","3,019","651","16"
"경상북도 고령군 (4783000000)","30,139","30,139","1,068","1,770","2,066","1,842","3,242","5,534","6,959","4,363","2,858","429","8","15,477","15,477","543","950","1,203","1,012","1,781","3,133","3,731","2,083","945","96","0","14,662","14,662","525","820","863","830","1,461","2,401","3,228","2,280","1,913","333","8"
"경상북도 성주군 (4784000000)","42,086","42,086","1,509","2,125","2,608","2,952","4,181","7,562","10,446","6,378","3,684","627","14","22,000","22,000","764","1,130","1,596","1,681","2,458","4,238","5,636","3,094","1,264","135","4","20,086","20,086","745","995","1,012","1,271","1,723","3,324","4,810","3,284","2,420","492","10"
"경상북도 칠곡군 (4785000000)","110,581","110,581","6,851","10,934","10,205","11,844","19,634","20,918","16,359","8,065","4,972","773","26","57,966","57,966","3,502","5,757","6,036","6,500","10,562","11,358","8,668","3,786","1,621","175","1","52,615","52,615","3,349","5,177","4,169","5,344","9,072","9,560","7,691","4,279","3,351","598","25"
"경상북도 예천군 (4790000000)","55,325","55,325","3,978","4,693","3,792","5,046","7,111","7,752","10,050","6,724","5,317","844","18","27,224","27,224","1,986","2,430","2,140","2,596","3,637","4,202","5,100","3,126","1,828","176","3","28,101","28,101","1,992","2,263","1,652","2,450","3,474","3,550","4,950","3,598","3,489","668","15"
"경상북도 봉화군 (4792000000)","29,603","29,603","971","1,718","1,589","1,496","2,723","4,992","7,449","4,608","3,481","563","13","15,090","15,090","531","874","961","856","1,560","2,793","3,974","2,211","1,191","138","1","14,513","14,513","440","844","628","640","1,163","2,199","3,475","2,397","2,290","425","12"
"경상북도 울진군 (4793000000)","46,669","46,669","2,380","3,317","3,887","3,782","5,581","8,174","9,148","5,511","4,119","754","16","23,553","23,553","1,214","1,803","2,351","2,113","2,978","4,552","4,621","2,513","1,280","126","2","23,116","23,116","1,166","1,514","1,536","1,669","2,603","3,622","4,527","2,998","2,839","628","14"
"경상북도 울릉군 (4794000000)","9,077","9,077","310","441","794","813","1,195","1,821","1,954","1,120","538","91","0","5,033","5,033","167","217","501","501","738","1,084","1,052","538","213","22","0","4,044","4,044","143","224","293","312","457","737","902","582","325","69","0"
"경상남도  (4800000000)","3,251,158","3,251,158","211,999","315,947","322,711","350,135","505,303","582,857","529,417","269,057","141,937","21,352","443","1,636,987","1,636,987","109,126","163,921","181,299","185,290","259,730","297,614","265,076","124,074","46,745","4,055","57","1,614,171","1,614,171","102,873","152,026","141,412","164,845","245,573","285,243","264,341","144,983","95,192","17,297","386"
"경상남도 창원시 (4812000000)","1,009,038","1,009,038","67,055","96,798","110,725","121,305","159,944","181,804","161,935","73,980","31,153","4,263","76","510,633","510,633","34,431","50,250","62,525","64,951","82,096","89,972","79,965","34,631","10,994","806","12","498,405","498,405","32,624","46,548","48,200","56,354","77,848","91,832","81,970","39,349","20,159","3,457","64"
"경상남도 창원시 의창구 (4812100000)","213,342","213,342","14,605","19,255","24,403","26,290","32,575","40,208","35,117","14,209","5,854","814","12","108,453","108,453","7,411","9,991","13,771","14,069","16,822","19,555","17,813","6,926","1,951","144","0","104,889","104,889","7,194","9,264","10,632","12,221","15,753","20,653","17,304","7,283","3,903","670","12"
"경상남도 창원시 성산구 (4812300000)","245,259","245,259","16,214","24,345","31,963","34,285","37,647","49,261","36,233","10,679","3,950","669","13","125,110","125,110","8,278","12,718","18,171","18,547","18,501","23,340","18,800","5,312","1,325","116","2","120,149","120,149","7,936","11,627","13,792","15,738","19,146","25,921","17,433","5,367","2,625","553","11"
"경상남도 창원시 마산합포구 (4812500000)","179,394","179,394","11,586","14,767","17,130","19,625","26,919","28,919","32,253","18,618","8,385","1,167","25","89,116","89,116","6,009","7,602","9,535","10,317","14,222","14,561","15,260","8,418","2,974","210","8","90,278","90,278","5,577","7,165","7,595","9,308","12,697","14,358","16,993","10,200","5,411","957","17"
"경상남도 창원시 마산회원구 (4812700000)","179,818","179,818","9,870","16,907","18,182","18,346","27,505","32,545","32,025","17,019","6,653","752","14","89,659","89,659","5,056","8,798","10,028","9,807","14,089","16,256","15,230","7,764","2,480","150","1","90,159","90,159","4,814","8,109","8,154","8,539","13,416","16,289","16,795","9,255","4,173","602","13"
"경상남도 창원시 진해구 (4812900000)","191,225","191,225","14,780","21,524","19,047","22,759","35,298","30,871","26,307","13,455","6,311","861","12","98,295","98,295","7,677","11,141","11,020","12,211","18,462","16,260","12,862","6,211","2,264","186","1","92,930","92,930","7,103","10,383","8,027","10,548","16,836","14,611","13,445","7,244","4,047","675","11"
"경상남도 진주시 (4817000000)","341,074","341,074","23,456","33,860","40,929","38,981","50,492","57,815","51,546","27,510","14,343","2,091","51","168,392","168,392","12,076","17,709","22,428","20,528","24,905","28,602","24,739","12,252","4,748","400","5","172,682","172,682","11,380","16,151","18,501","18,453","25,587","29,213","26,807","15,258","9,595","1,691","46"
"경상남도 통영시 (4822000000)","120,551","120,551","6,657","12,388","9,231","10,226","19,387","21,778","22,314","12,196","5,637","724","13","60,517","60,517","3,347","6,382","5,252","5,249","10,205","11,466","10,924","5,687","1,879","126","0","60,034","60,034","3,310","6,006","3,979","4,977","9,182","10,312","11,390","6,509","3,758","598","13"
"경상남도 사천시 (4824000000)","109,030","109,030","6,459","10,113","9,646","10,399","16,593","18,971","18,267","11,125","6,417","1,024","16","55,139","55,139","3,317","5,229","5,862","5,767","8,682","10,110","8,999","4,921","2,071","179","2","53,891","53,891","3,142","4,884","3,784","4,632","7,911","8,861","9,268","6,204","4,346","845","14"
"경상남도 사천남양출장소 (4824500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 김해시 (4825000000)","533,659","533,659","39,679","59,421","60,080","63,334","91,804","102,716","71,142","29,877","13,817","1,754","35","269,755","269,755","20,507","30,468","33,048","33,134","45,884","51,694","36,598","13,573","4,515","330","4","263,904","263,904","19,172","28,953","27,032","30,200","45,920","51,022","34,544","16,304","9,302","1,424","31"
"경상남도 장유출장소 (4825200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 밀양시 (4827000000)","102,084","102,084","4,468","7,302","7,587","7,855","12,018","17,551","22,777","13,608","7,796","1,107","15","50,356","50,356","2,290","3,819","4,383","4,229","6,379","8,978","11,298","6,245","2,515","218","2","51,728","51,728","2,178","3,483","3,204","3,626","5,639","8,573","11,479","7,363","5,281","889","13"
"경상남도 거제시 (4831000000)","234,038","234,038","18,932","28,353","20,126","26,157","46,089","43,042","31,511","13,042","5,804","960","22","122,542","122,542","9,794","14,739","11,563","13,545","24,699","23,592","16,109","6,385","1,932","180","4","111,496","111,496","9,138","13,614","8,563","12,612","21,390","19,450","15,402","6,657","3,872","780","18"
"경상남도 양산시 (4833000000)","355,122","355,122","28,534","35,755","34,950","44,329","61,629","61,518","51,255","24,491","11,226","1,395","40","177,596","177,596","14,684","18,164","18,772","22,863","31,472","30,746","25,342","11,229","3,996","320","8","177,526","177,526","13,850","17,591","16,178","21,466","30,157","30,772","25,913","13,262","7,230","1,075","32"
"경상남도 양산시웅상출장소 (4833200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 의령군 (4872000000)","25,475","25,475","838","1,348","1,461","1,500","2,421","4,289","6,097","3,815","3,125","564","17","12,668","12,668","459","719","881","787","1,365","2,405","3,294","1,750","897","106","5","12,807","12,807","379","629","580","713","1,056","1,884","2,803","2,065","2,228","458","12"
"경상남도 함안군 (4873000000)","60,203","60,203","2,795","5,523","4,355","4,336","8,112","10,841","12,185","6,926","4,403","720","7","30,840","30,840","1,467","2,888","2,615","2,342","4,280","6,003","6,492","3,280","1,341","132","0","29,363","29,363","1,328","2,635","1,740","1,994","3,832","4,838","5,693","3,646","3,062","588","7"
"경상남도 창녕군 (4874000000)","57,083","57,083","2,224","3,771","3,452","3,932","6,209","9,943","13,234","8,098","5,366","841","13","28,528","28,528","1,139","1,985","2,058","2,241","3,425","5,410","6,724","3,751","1,647","147","1","28,555","28,555","1,085","1,786","1,394","1,691","2,784","4,533","6,510","4,347","3,719","694","12"
"경상남도 고성군 (4882000000)","49,468","49,468","1,733","3,935","3,268","2,950","5,657","8,766","10,786","7,033","4,519","812","9","24,970","24,970","872","2,164","1,942","1,628","3,098","4,848","5,519","3,302","1,450","147","0","24,498","24,498","861","1,771","1,326","1,322","2,559","3,918","5,267","3,731","3,069","665","9"
"경상남도 남해군 (4884000000)","40,780","40,780","1,326","2,587","2,592","2,156","3,901","6,689","8,944","6,588","4,923","1,052","22","19,859","19,859","701","1,432","1,616","1,161","2,049","3,655","4,506","3,030","1,511","197","1","20,921","20,921","625","1,155","976","995","1,852","3,034","4,438","3,558","3,412","855","21"
"경상남도 하동군 (4885000000)","41,606","41,606","1,355","2,397","2,490","2,257","3,860","7,554","9,884","6,319","4,609","865","16","20,825","20,825","693","1,298","1,483","1,231","2,132","4,164","5,228","2,945","1,482","168","1","20,781","20,781","662","1,099","1,007","1,026","1,728","3,390","4,656","3,374","3,127","697","15"
"경상남도 산청군 (4886000000)","33,752","33,752","965","1,895","1,980","1,749","2,952","6,079","8,234","5,260","3,950","671","17","16,758","16,758","498","1,031","1,151","966","1,597","3,339","4,330","2,520","1,216","108","2","16,994","16,994","467","864","829","783","1,355","2,740","3,904","2,740","2,734","563","15"
"경상남도 함양군 (4887000000)","36,945","36,945","1,376","2,686","2,413","2,156","3,666","6,467","8,064","5,278","4,122","699","18","17,922","17,922","692","1,418","1,371","1,136","1,917","3,491","4,138","2,362","1,266","127","4","19,023","19,023","684","1,268","1,042","1,020","1,749","2,976","3,926","2,916","2,856","572","14"
"경상남도 거창군 (4888000000)","60,047","60,047","2,984","5,660","5,098","4,442","7,015","10,191","11,386","7,093","5,224","930","24","29,555","29,555","1,548","3,093","2,995","2,358","3,556","5,295","5,728","3,134","1,642","204","2","30,492","30,492","1,436","2,567","2,103","2,084","3,459","4,896","5,658","3,959","3,582","726","22"
"경상남도 합천군 (4889000000)","41,203","41,203","1,163","2,155","2,328","2,071","3,554","6,843","9,856","6,818","5,503","880","32","20,132","20,132","611","1,133","1,354","1,174","1,989","3,844","5,143","3,077","1,643","160","4","21,071","21,071","552","1,022","974","897","1,565","2,999","4,713","3,741","3,860","720","28"
"제주특별자치도  (5000000000)","675,252","675,252","51,403","70,469","74,037","78,167","108,720","118,487","93,983","47,881","26,824","4,986","295","337,976","337,976","26,386","36,468","39,448","39,613","55,331","61,292","46,954","21,993","9,556","918","17","337,276","337,276","25,017","34,001","34,589","38,554","53,389","57,195","47,029","25,888","17,268","4,068","278"
"제주특별자치도 제주시 (5011000000)","491,654","491,654","38,632","52,734","57,044","59,940","79,832","85,664","64,901","31,930","17,436","3,334","207","245,561","245,561","19,787","27,253","30,145","30,497","40,458","43,766","32,230","14,630","6,185","598","12","246,093","246,093","18,845","25,481","26,899","29,443","39,374","41,898","32,671","17,300","11,251","2,736","195"
"제주특별자치도 서귀포시 (5013000000)","183,598","183,598","12,771","17,735","16,993","18,227","28,888","32,823","29,082","15,951","9,388","1,652","88","92,415","92,415","6,599","9,215","9,303","9,116","14,873","17,526","14,724","7,363","3,371","320","5","91,183","91,183","6,172","8,520","7,690","9,111","14,015","15,297","14,358","8,588","6,017","1,332","83"
